ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
249301_at	0.7147	0.39223851	0.944521	-6.323606	0.1537027	AT5G41440	zinc finger (C3HC4-type RING finger) family protein
256818_at	0.7147	0.39224808	-0.9445	-6.323626	-0.1581925	AT3G21420	oxidoreductase, 2OG-Fe(II) oxygenase family protein
245114_at	0.7147	0.39227053	0.944452	-6.323672	0.1222538	TFIIB	transcription initiation factor IIB-1
266722_at	0.7147	0.39229045	-0.944408	-6.323714	-0.1103452	FUT2	fucosyltransferase 2
254740_s_at	0.7147	0.39233394	-0.944314	-6.323803	-0.2330739	SHM4///EDA36	serine hydroxymethyltransferase 4///serine hydroxymethyltransferase 5
253932_at	0.7148	0.39242401	-0.944118	-6.323989	-0.1102608	AT4G26800	pentatricopeptide repeat-containing protein
257564_at	0.7149	0.39250384	0.943944	-6.324154	0.108103	AT3G28610	P-loop containing nucleoside triphosphate hydrolases superfamily protein
248771_at	0.715	0.39258355	-0.943771	-6.324318	-0.1656294	AT5G47790	SMAD/FHA domain-containing protein
259410_at	0.7151	0.39267592	-0.94357	-6.324509	-0.2115202	AT1G13340	Regulator of Vps4 activity in the MVB pathway protein
264322_at	0.7153	0.39278822	-0.943326	-6.324741	-0.2966797	AT1G04190	carboxylate clamp-tetratricopeptide repeat protein
255576_at	0.7153	0.39283788	-0.943219	-6.324843	-0.1327644	AT4G01440	nodulin MtN21-like transporter family protein
246674_at	0.7153	0.39284397	-0.943205	-6.324855	-0.1085468	AT5G30490	hypothetical protein
261675_at	0.7153	0.39287967	0.943128	-6.324929	0.1457645	AT1G18290	hypothetical protein
260355_at	0.7154	0.39297848	-0.942913	-6.325133	-0.1862202	CRC	putative transcription factor CRABS CLAW
259304_at	0.7154	0.39302867	0.942804	-6.325236	0.1320975	ERCC1	DNA excision repair protein ERCC-1
254964_at	0.7154	0.39303259	-0.942796	-6.325244	-0.1318609	AT4G11080	HMG (high mobility group) box protein
257441_at	0.7154	0.39307285	-0.942708	-6.325327	-0.1115806	AT2G04020	GDSL esterase/lipase
248223_at	0.7154	0.39308423	0.942684	-6.32535	0.1778255	AT5G53620	hypothetical protein
249398_at	0.7155	0.39321443	-0.942401	-6.325618	-0.1129266	AT5G40250	RING-H2 finger protein ATL46
257532_at	0.7155	0.3932277	-0.942372	-6.325646	-0.1095202	AT3G04710///AT3G04700	carboxylate clamp-tetratricopeptide repeat protein///hypothetical protein
247515_at	0.7155	0.39328605	0.942245	-6.325766	0.1427957	ATH14	ABC transporter A family member 10
267629_at	0.7155	0.39330249	-0.94221	-6.3258	-0.1161694	POLD2	DNA polymerase delta subunit 2
261160_at	0.7155	0.39332711	0.942156	-6.32585	0.1659509	AT1G34480	cysteine/histidine-rich C1 domain family protein
258416_at	0.7155	0.39334726	-0.942113	-6.325892	-0.1617261	AT3G17310	Domains Rearranged Methyltransferase3
250439_at	0.7155	0.39339458	0.94201	-6.325989	0.1179723	GRF6	14-3-3-like protein GF14 lambda
249070_at	0.7155	0.39341812	0.941959	-6.326037	0.1306589	CESA4	cellulose synthase A catalytic subunit 4 [UDP-forming]
258734_at	0.7156	0.39352531	-0.941726	-6.326258	-0.1080431	AT3G05860	MADS-box transcription factor family protein
248524_s_at	0.7156	0.39357994	0.941608	-6.32637	0.4216291	AT5G50670///AT5G50570	squamosa promoter-binding-like protein 13///squamosa promoter-binding-like protein 13
249541_at	0.7156	0.3936014	-0.941561	-6.326414	-0.1348286	AT5G38130	HXXXD-type acyl-transferase-like protein
265544_at	0.7156	0.39360459	-0.941554	-6.326421	-0.1185885	CNGC15	cyclic nucleotide-gated channel 15
247639_s_at	0.7156	0.39360917	-0.941544	-6.32643	-0.2141907	AT5G60510///AT5G60500	cis-prenyltransferase 9///dehydrodolichyl diphosphate synthase 7
248593_at	0.7157	0.3937702	0.941195	-6.326761	0.1238012	AT5G49180	putative pectinesterase/pectinesterase inhibitor 58
264292_at	0.7157	0.39377047	0.941195	-6.326762	0.1091377	AT1G78790	hypothetical protein
256931_at	0.7157	0.39378219	-0.941169	-6.326786	-0.1081458	AT3G22490	Seed maturation protein
258551_at	0.7158	0.39384604	-0.941031	-6.326917	-0.128041	AT3G06890	hypothetical protein
246839_at	0.7159	0.39399309	-0.940712	-6.327219	-0.1091774	AT5G26720	hypothetical protein
252096_at	0.7159	0.39399524	0.940708	-6.327223	0.1333864	AT3G51180	zinc finger CCCH domain-containing protein 45
263407_at	0.7159	0.39404993	-0.940589	-6.327335	-0.1090874	bZIP48	basic leucine-zipper 48
257316_at	0.7159	0.39405414	-0.94058	-6.327344	-0.1213549	AT3G30750	pseudo
262196_at	0.716	0.39415199	-0.940368	-6.327545	-0.1347223	MUB5	membrane-anchored ubiquitin-fold protein 5
250571_at	0.716	0.39422718	0.940205	-6.327699	0.21807	AT5G08200	peptidoglycan-binding LysM domain-containing protein
249761_at	0.716	0.39429796	-0.940052	-6.327844	-0.1115573	AT5G23970	HXXXD-type acyl-transferase-like protein
255550_at	0.716	0.39430188	-0.940043	-6.327852	-0.1750337	STS	stachyose synthase
261429_at	0.716	0.39431992	0.940004	-6.327889	0.1148889	WRKY61	putative WRKY transcription factor 61
254753_at	0.716	0.3943247	-0.939994	-6.327899	-0.1378285	AT4G13190	protein kinase family protein
255761_at	0.716	0.39433157	0.939979	-6.327913	0.1200045	AT1G16770	hypothetical protein
254511_at	0.716	0.39433824	-0.939965	-6.327927	-0.1159095	AT4G20220	Reverse transcriptase (RNA-dependent DNA polymerase)
261925_at	0.7164	0.39461773	-0.939359	-6.328499	-0.1154343	AT1G22540	probable peptide/nitrate transporter
257927_at	0.7164	0.39468023	0.939224	-6.328627	0.1556787	ERF1	ethylene-responsive transcription factor 1B
249841_at	0.7164	0.39479221	0.938982	-6.328856	0.2252546	AT5G23520	smr (Small MutS Related) domain-containing protein
251874_at	0.7164	0.39479519	0.938976	-6.328862	0.1082719	AT3G54240	alpha/beta-hydrolases family protein
254820_s_at	0.7164	0.39479793	-0.93897	-6.328868	-0.1062178	AT4G12520///AT4G12510	Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein///bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein
266103_at	0.7164	0.39481021	0.938943	-6.328893	0.1381257	PVA12	VAP-like protein 12
247746_at	0.7164	0.39481254	-0.938938	-6.328898	-0.1598547	UCP2	uncoupling protein 2
258235_at	0.7165	0.39493673	-0.938669	-6.329152	-0.1303514	AOX1C	alternative oxidase 1C
255884_at	0.7165	0.39493887	0.938665	-6.329156	0.1096563	AT1G20310	hypothetical protein
250177_at	0.7165	0.39495238	0.938636	-6.329184	0.2291537	RGLG2	E3 ubiquitin-protein ligase RGLG2
253895_at	0.7165	0.39497366	0.938589	-6.329227	0.1065356	SESA3	seed storage albumin 3
248610_at	0.7166	0.39507441	-0.938372	-6.329433	-0.1535539	AT5G49500	Signal recognition particle SRP54 subunit protein
245931_at	0.7167	0.3951253	0.938262	-6.329538	0.1096816	AT5G09280	pectate lyase
255586_at	0.7167	0.39515047	-0.938207	-6.329589	-0.4586197	MEE49	protein MATERNAL EFFECT EMBRYO ARREST 49
246611_at	0.7167	0.39520406	0.938091	-6.329698	0.1058637	MBD02	methyl-CPG-binding domain protein
248169_at	0.7167	0.39522629	-0.938043	-6.329744	-0.3500032	ANK	ankyrin-repeat transmembrane protein BDA1
246940_at	0.7169	0.3953768	-0.937718	-6.330051	-0.1099279	AT5G25400	nucleotide-sugar transporter family protein
258057_at	0.7169	0.39538509	-0.9377	-6.330068	-0.1721211	AAR3	protein ANTIAUXIN-RESISTANT 3
256505_at	0.7169	0.39545666	0.937545	-6.330214	0.1466342	AT1G75200	tRNA wybutosine-synthesizing protein 1-like protein
255712_at	0.7169	0.39547512	0.937506	-6.330252	0.1138889	AT4G00280	hypothetical protein
247897_at	0.717	0.39556508	-0.937311	-6.330436	-0.1273069	TET15	tetraspanin15
266490_at	0.717	0.39558966	-0.937258	-6.330486	-0.1950762	AT2G07000	hypothetical protein
249484_at	0.717	0.3956846	-0.937053	-6.330679	-0.1074059	BR6OX1	brassinosteroid-6-oxidase 1
254340_at	0.717	0.39573199	-0.936951	-6.330776	-0.156051	AT4G22120	early-responsive to dehydration stress-related protein
255112_at	0.717	0.39575497	0.936901	-6.330823	0.1191936	AT4G08800	protein kinase family protein
248736_at	0.717	0.39575724	-0.936896	-6.330828	-0.1315683	AT5G48110	terpenoid synthase 20
266442_at	0.717	0.39576968	0.936869	-6.330853	0.1905161	AT2G43260	F-box/kelch-repeat protein
267218_at	0.7171	0.39589784	0.936593	-6.331114	0.1798007	AT2G02515	hypothetical protein
251026_at	0.7171	0.39592046	0.936544	-6.33116	0.1332612	FHL	far-red-elongated hypocotyl1-like protein
252805_at	0.7171	0.39593244	-0.936518	-6.331185	-0.2324069	AT3G42380	hypothetical protein
259706_at	0.7171	0.39595654	0.936466	-6.331234	0.1120416	AT1G77540	H3/H4 histone acetyltransferase
266288_s_at	0.7172	0.39602502	-0.936318	-6.331373	-0.2253594	PUM1///PUM3	pumilio 1///pumilio 3
259777_at	0.7172	0.39606139	-0.93624	-6.331448	-0.1077176	AT1G29570	putative zinc finger CCCH domain-containing protein 9
263547_at	0.7172	0.39607028	-0.936221	-6.331466	-0.1882934	AT2G21680	putative F-box/kelch-repeat protein
261894_at	0.7172	0.3961177	0.936118	-6.331562	0.1645338	MGT1	magnesium transporter MRS2-10
245417_at	0.7172	0.39614763	-0.936054	-6.331623	-0.1672856	AT4G17360	putative formyltetrahydrofolate deformylase
266989_at	0.7173	0.39620976	-0.93592	-6.33175	-1.0876189	JAL23	jacalin-related lectin 23
252642_at	0.7173	0.39625121	-0.93583	-6.331834	-0.1193364	AT3G44580	hypothetical protein
261720_at	0.7175	0.39640793	0.935492	-6.332153	0.1061513	HDA08	histone deacetylase 8
255396_at	0.7175	0.3964353	-0.935433	-6.332209	-0.1535353	AT4G03720	pseudo
252007_at	0.7176	0.39652825	-0.935233	-6.332398	-0.1156418	AT3G52830	hypothetical protein
265553_at	0.7176	0.39653837	-0.935211	-6.332418	-0.1064628	AT2G07550	pseudo
266455_at	0.7177	0.39666021	0.934949	-6.332666	0.1152617	AT2G22760	transcription factor bHLH19
263204_at	0.7177	0.39667161	-0.934924	-6.332689	-0.1351526	chr31	chromatin remodeling 31
251851_at	0.7178	0.39672995	-0.934798	-6.332808	-0.1500722	TTN8	structural maintenance of chromosomes 1
251132_at	0.7178	0.39677021	0.934712	-6.33289	0.2299956	AT5G01200	duplicated SANT DNA-binding domain-containing protein
247867_at	0.7178	0.39679771	0.934652	-6.332945	0.3414063	CIPK21	CBL-interacting serine/threonine-protein kinase 21
266723_at	0.7179	0.39690428	-0.934423	-6.333162	-0.1319721	SK16	SKP1-like protein 16
263975_at	0.7179	0.39693038	-0.934367	-6.333215	-0.1721071	AT2G42710	ribosomal protein L1p/L10e family protein
263349_at	0.718	0.39701283	-0.934189	-6.333382	-0.2842055	CHR5	chromatin remodeling 5
266782_at	0.718	0.39706853	0.934069	-6.333495	0.3797434	GLR2.7	glutamate receptor 2.7
249228_at	0.718	0.3970716	-0.934062	-6.333502	-0.1203036	ASK2	SKP1-like protein 1B
266602_at	0.718	0.39710885	0.933982	-6.333577	0.1756096	AT2G46050	pentatricopeptide repeat-containing protein
249656_at	0.7181	0.39724213	-0.933695	-6.333848	-0.1505477	AT5G37130	tetratricopeptide repeat domain-containing protein
255343_at	0.7181	0.39726889	-0.933638	-6.333902	-0.10758	AT4G04530	pseudo
257573_at	0.7181	0.39729417	0.933583	-6.333953	0.3490919	iqd9	IQ-domain 9 protein
260695_at	0.7182	0.39737425	0.933411	-6.334115	0.1095272	ESP3	DEAH RNA helicase homolog PRP2
245073_at	0.7182	0.39740438	-0.933346	-6.334177	-0.1072814	AT2G23210	UDP-glycosyltransferase-like protein
254512_at	0.7184	0.39752072	-0.933096	-6.334412	-0.1051855	AT4G20230	terpenoid synthase 9
262201_at	0.7184	0.39758692	0.932953	-6.334546	0.169197	ORC4	origin recognition complex subunit 4
264603_at	0.7184	0.39758745	0.932952	-6.334548	0.1112782	AT1G04670	hypothetical protein
246571_at	0.7185	0.39765854	0.932799	-6.334691	0.128372	AT5G14995///AT5G15000	ECA1 gametogenesis related family protein///ECA1 gametogenesis related family protein
255404_at	0.7185	0.39770553	-0.932698	-6.334787	-0.1240376	AT4G03153	kinase interacting-like protein
265780_at	0.7188	0.39789879	-0.932283	-6.335178	-0.1815023	AT2G07380	pseudo
245634_at	0.7189	0.3980011	0.932063	-6.335385	0.1426084	AT1G25270	nodulin MtN21-like transporter family protein
262869_s_at	0.7189	0.39802271	-0.932016	-6.335429	-0.2257667	GTG1///GTG2	GPCR-type G protein 1///GPCR-type G protein 2
266079_at	0.7189	0.39803609	-0.931988	-6.335456	-0.2455279	LCD1	protein LOWER CELL DENSITY 1
263632_at	0.7189	0.39817119	0.931697	-6.335729	0.6100251	AT2G04795	hypothetical protein
266665_at	0.7189	0.3981798	0.931679	-6.335746	0.1249206	AT2G29790	maternally expressed family protein
267213_at	0.7189	0.39818073	0.931677	-6.335748	0.235657	AT2G44120	60S ribosomal protein L7-3
258088_at	0.7189	0.39822615	-0.931579	-6.33584	-0.1708385	AT3G14580	pentatricopeptide repeat-containing protein
247051_at	0.7189	0.39823532	-0.93156	-6.335858	-0.1454361	AT5G66670	hypothetical protein
265493_at	0.7191	0.39840501	0.931195	-6.336201	0.1139381	AT2G15670	hypothetical protein
253591_at	0.7191	0.3984438	-0.931112	-6.33628	-0.2059872	MUS81	crossover junction endonuclease MUS81
251922_at	0.7191	0.39848894	0.931015	-6.336371	0.1918039	AT3G54030	Protein kinase protein with tetratricopeptide repeat domain
263099_at	0.7191	0.39848906	-0.931015	-6.336371	-0.1246422	AT2G05200	pseudo
255527_at	0.7191	0.39849571	-0.931	-6.336384	-0.6936542	AT4G02360	hypothetical protein
248665_at	0.7192	0.39856671	0.930848	-6.336528	0.1485618	AT5G48655	RING/U-box domain-containing protein
262557_at	0.7193	0.39864126	-0.930688	-6.336678	-0.1147441	PSAF	photosystem I subunit F
AFFX-BioB-M_at	0.7195	0.39881201	0.930322	-6.337023	0.3117816		
259098_at	0.7195	0.39881672	0.930311	-6.337032	0.1721743	AT3G04790	ribose 5-phosphate isomerase A
260942_s_at	0.7196	0.3988914	0.930151	-6.337183	0.1086729	DD18///AT3G11990	protein downregulated in DIF1 18///hypothetical protein
250727_at	0.7196	0.39893303	0.930062	-6.337267	0.1830466	AT5G06430	thioredoxin-related protein
259905_s_at	0.7196	0.39896857	-0.929986	-6.337338	-0.1136079	AT1G74140///AT1G74130	Rhomboid-related intramembrane serine protease family protein///Rhomboid-related intramembrane serine protease family protein
263882_at	0.7196	0.39902325	-0.929868	-6.337449	-0.2296352	RNR1	ribonucleoside-diphosphate reductase large subunit
262895_at	0.7196	0.39902751	-0.929859	-6.337457	-0.1125196	AT1G59800	cullin-like protein 3
247738_at	0.7196	0.3990561	-0.929798	-6.337515	-0.1303503	AT5G59210	myosin heavy chain-related protein
264659_at	0.7196	0.39910522	0.929693	-6.337614	0.1278582	OPT2	oligopeptide transporter 2
255987_s_at	0.7196	0.39912102	-0.929659	-6.337646	-0.1107951	AT5G35050	hypothetical protein
264892_at	0.7197	0.39921777	0.929451	-6.33784	0.1151807	AT1G23160	auxin-responsive GH3 family protein
254240_at	0.7198	0.39932325	-0.929225	-6.338053	-0.1236801	SP1L5	protein SPIRAL1-like5
262474_at	0.7198	0.39937812	-0.929108	-6.338163	-0.1133249	FU	serine/threonine-protein kinase FUSED
253204_at	0.7198	0.3994001	0.929061	-6.338208	0.1721865	AGB1	guanine nucleotide-binding protein subunit beta
256098_at	0.7198	0.39942047	0.929017	-6.338249	0.9849315	PGL1	6-phosphogluconolactonase 1
253951_at	0.7198	0.39944877	-0.928956	-6.338305	-0.1585201	AT4G26860	putative pyridoxal phosphate-dependent enzyme, YBL036C type
254597_at	0.7198	0.39945331	-0.928947	-6.338315	-0.1093813	AtS40-3	protein AtS40-3
249894_at	0.7199	0.39954994	-0.92874	-6.338509	-0.1202168	AT5G22580	stress responsive A/B Barrel domain-containing protein
254772_at	0.7199	0.39961007	0.928611	-6.33863	0.1143753	AT4G13390	Proline-rich extensin-like family protein
252267_at	0.7199	0.39964726	0.928531	-6.338705	0.1369499	AT3G49640	aldolase-type TIM barrel family protein
246153_s_at	0.7199	0.39966721	0.928488	-6.338745	0.1167269	RAN2///RAN-1	GTP-binding nuclear protein Ran-2///GTP-binding nuclear protein Ran-1
247128_at	0.7199	0.39973716	0.928339	-6.338885	0.1472379	AT5G66110	heavy metal associated isoprenylated plant protein 27
252888_at	0.7199	0.39979235	-0.92822	-6.338996	-0.2916094	APL3	glucose-1-phosphate adenylyltransferase large subunit 3
258859_at	0.7199	0.39980419	0.928195	-6.33902	0.1244811	AT3G02120	hydroxyproline-rich glycoprotein-like protein
248693_at	0.7199	0.39982894	-0.928142	-6.33907	-0.3405928	AT5G48330	Regulator of chromosome condensation family protein
256678_at	0.7199	0.39984402	0.92811	-6.3391	0.1434387	CP33	chloroplast RNA-binding protein 33
266788_at	0.7199	0.3998533	-0.92809	-6.339119	-0.1220642	AT2G29000	leucine-rich repeat protein kinase family protein
251318_at	0.7199	0.39986937	0.928055	-6.339151	0.1414482	GDAP1	golgin candidate 3
249953_at	0.7201	0.40002611	-0.92772	-6.339466	-0.2318178	FRS12	protein FAR1-related sequence 12
256495_at	0.7202	0.40013088	-0.927496	-6.339676	-0.1100856	AT1G31530	DNAse I-like protein
253331_at	0.7202	0.40013937	-0.927478	-6.339693	-0.254115	AT4G33490	aspartyl protease family protein
265984_at	0.7202	0.40014485	-0.927466	-6.339704	-0.8342521	TPS10	terpene synthase 10
245275_at	0.7202	0.40020858	-0.927329	-6.339832	-0.1924245	BAM5	beta-amylase 5
245555_at	0.7202	0.40024354	-0.927255	-6.339902	-0.1257649	AT4G15390	HXXXD-type acyl-transferase family protein
255265_at	0.7202	0.40025843	-0.927223	-6.339932	-0.2626988	ATK5	kinesin 5
247958_at	0.7202	0.40027087	0.927196	-6.339957	0.1201684	AT5G57070	hydroxyproline-rich glycoprotein family protein
252844_at	0.7202	0.40031784	0.927096	-6.340051	0.1489987	AT3G42140	zinc ion binding / nucleic acid binding protein
259427_at	0.7203	0.40041893	-0.92688	-6.340254	-0.1057978	AGL28	protein agamous-like 28
266486_at	0.7203	0.40050411	-0.926697	-6.340425	-0.1066499	AT2G47950	hypothetical protein
251016_at	0.7203	0.40050658	-0.926692	-6.34043	-0.1310582	AT5G02730	allergen V5/Tpx-1-related family protein
250287_at	0.7203	0.40054631	-0.926607	-6.34051	-0.252138	Rap2.6L	ethylene-responsive transcription factor ERF113
257616_at	0.7203	0.40056363	0.92657	-6.340544	0.1095458	AT3G26540	pentatricopeptide repeat-containing protein
259633_at	0.7205	0.40069768	0.926284	-6.340813	0.2153543	AT1G56500	protein SUPPRESSOR OF QUENCHING 1
257179_at	0.7206	0.40074197	0.926189	-6.340902	0.1675117	ATSPO11-1	meiotic recombination protein SPO11-1
255938_at	0.7206	0.40080861	-0.926047	-6.341035	-0.1309431	AT1G12620	pentatricopeptide repeat-containing protein
266328_at	0.7206	0.40081685	0.926029	-6.341052	0.1107908	AT2G01600	putative clathrin assembly protein
262513_at	0.7206	0.40087053	0.925914	-6.341159	0.114444	AT1G34270	exostosin family protein
264637_at	0.7206	0.40090792	0.925834	-6.341234	0.1301266	AT1G65560	zinc-binding dehydrogenase family protein
253408_at	0.7206	0.40096115	-0.925721	-6.34134	-0.1619272	AT4G32950	putative protein phosphatase 2C 61
258078_at	0.7206	0.40097466	0.925692	-6.341367	0.1791857	AT3G25870	hypothetical protein
245695_at	0.7206	0.40098564	0.925668	-6.341389	0.1723093	AT5G04270	DHHC-type zinc finger family protein
253940_at	0.7206	0.40104418	-0.925543	-6.341507	-0.1701586	AT4G26950	hypothetical protein
267399_at	0.7207	0.40110801	-0.925407	-6.341634	-0.1175796	AT2G44195	pre-mRNA splicing factor domain-containing protein
246888_at	0.721	0.40134149	-0.924908	-6.342101	-0.2293734	AT5G26270	hypothetical protein
248447_at	0.721	0.40134986	-0.924891	-6.342118	-0.1590899	PABN1	polyadenylate-binding protein 1
267086_at	0.7211	0.40143977	-0.924699	-6.342297	-0.2360721	AT2G32630	pentatricopeptide repeat-containing protein
254062_at	0.7211	0.40148782	0.924596	-6.342393	0.1232566	SAP10	stress-associated protein 10
254104_at	0.7211	0.40152418	0.924519	-6.342466	0.178212	AT4G25040	CASP-like protein
254403_at	0.7211	0.40153099	0.924504	-6.34248	0.1310098	AT4G21323	Subtilase family protein
262493_at	0.7214	0.40169436	-0.924156	-6.342806	-0.1299515	AT1G21660	Chaperone DnaJ-domain superfamily protein
252117_at	0.7214	0.40176504	0.924005	-6.342947	0.1634272	YLS2	strictosidine synthase-like 5
252147_at	0.7216	0.40189676	-0.923724	-6.34321	-0.2518443	AT3G51270	protein serine/threonine kinase
246937_at	0.7216	0.40195294	0.923604	-6.343322	0.138619	PLDALPHA3	phospholipase D alpha 3
247657_at	0.7216	0.40195897	0.923591	-6.343334	0.1181576	AT5G59845	gibberellin-regulated protein
249466_at	0.7216	0.40208775	-0.923317	-6.343591	-0.2545807	RPL5B	60S ribosomal protein L5-2
249643_at	0.7216	0.40212342	-0.923241	-6.343662	-0.1183504	AT5G36990	pseudo
260737_at	0.7216	0.40214073	-0.923204	-6.343696	-0.1393732	AT1G17540	protein kinase protein with adenine nucleotide alpha hydrolases-like domain
245375_at	0.7216	0.40220537	0.923066	-6.343825	0.1307349	AT4G17660	protein kinase family protein
249805_at	0.7216	0.40223304	-0.923007	-6.34388	-0.1478324	DUF 10	hypothetical protein
245918_at	0.7216	0.40223327	-0.923007	-6.34388	-0.1816973	AT5G28760	pseudo
261467_at	0.7216	0.40226928	-0.92293	-6.343952	-0.1457366	VOZ1	vascular plant one zinc finger protein
266207_at	0.7216	0.40227314	0.922922	-6.34396	0.123758	AT2G27680	NAD(P)-linked oxidoreductase superfamily protein
252075_at	0.7216	0.40231767	-0.922827	-6.344049	-0.2237923	AT3G51730	saposin B domain-containing protein
264734_at	0.7216	0.40232889	0.922803	-6.344071	0.1145727	SLAH1	S-type anion channel SLAH1
247592_at	0.7216	0.40235029	-0.922757	-6.344114	-0.110087	NRT2.3	nitrate transporter 2.3
266875_at	0.7216	0.40237405	0.922707	-6.344161	0.1165078	AT2G44800	2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein
248799_at	0.7216	0.4024379	-0.922571	-6.344288	-0.1707291	ERF5	ethylene-responsive transcription factor 5
263259_at	0.7216	0.40244717	-0.922551	-6.344306	-0.1850825	PUB18	U-box domain-containing protein 18
249977_at	0.7216	0.40244786	0.92255	-6.344308	0.1573115	EMB3007	protein CHAPERONIN-60ALPHA2
257658_at	0.7216	0.40245	-0.922545	-6.344312	-0.3186178	AT3G13230	RNA-binding KH domain-containing protein
262310_at	0.7216	0.40251986	-0.922396	-6.344451	-0.1081537	MLP31	MLP-like protein 31
255449_at	0.7218	0.40263779	-0.922145	-6.344686	-0.3591225	AT4G02820	pentatricopeptide repeat-containing protein
245570_at	0.7218	0.40264666	-0.922126	-6.344703	-0.1084974	CLPB2	hypothetical protein
253385_at	0.7218	0.40270578	-0.922	-6.344821	-0.1146967	AT4G32930	hypothetical protein
248413_at	0.7219	0.40280031	-0.921799	-6.345009	-0.1997085	PLE	microtubule associated protein MAP65-3
252529_at	0.7219	0.40282546	0.921746	-6.345059	0.1272548	AT3G46490	oxidoreductase, 2OG-Fe(II) oxygenase family protein
254003_at	0.7219	0.40284274	-0.921709	-6.345093	-0.1039445	AT4G26290	hypothetical protein
264339_at	0.722	0.4029664	0.921446	-6.345339	1.0371006	TPS8	putative alpha,alpha-trehalose-phosphate synthase [UDP-forming] 8
247623_at	0.7222	0.4030749	0.921215	-6.345555	0.1075829	AT5G60320	concanavalin A-like lectin kinase-like protein
267105_at	0.7222	0.40311364	0.921133	-6.345632	0.1170897	AT2G14760	transcription factor bHLH84
257841_at	0.7224	0.4032743	-0.920791	-6.345951	-0.1278101	AT3G25260	probable peptide/nitrate transporter
253375_at	0.7224	0.40333695	0.920658	-6.346075	0.1214108	AT4G33280	AP2/B3-like transcriptional factor family protein
264013_at	0.7224	0.40336828	0.920591	-6.346137	0.1042898	FIO1	protein FIONA1
251911_at	0.7224	0.4034088	-0.920505	-6.346217	-0.1436302	AT3G53820	C2H2 and C2HC zinc fingers superfamily protein
251779_at	0.7224	0.4034119	-0.920498	-6.346224	-0.110932	AT3G55300	pseudo
258870_at	0.7224	0.40342879	0.920462	-6.346257	0.1209356	AT3G03080	zinc-binding dehydrogenase family protein
251252_at	0.7225	0.40350058	-0.92031	-6.346399	-0.138249	AT3G62230	F-box protein
247490_at	0.7226	0.40363327	-0.920028	-6.346663	-0.1149809	LFY	protein LEAFY
264356_at	0.7226	0.40364134	-0.920011	-6.346679	-0.1419218	UVH6	DNA repair helicase UVH6
258996_at	0.7226	0.40367628	0.919937	-6.346748	0.1865937	AT3G01800	ribosome recycling factor
254584_at	0.7227	0.40375973	0.919759	-6.346913	0.1887223	VPS54	protein VPS54
252287_at	0.7227	0.40380202	-0.919669	-6.346997	-0.3482405	AT3G49080	ribosomal protein S5 domain 2-like superfamily protein
257584_at	0.7227	0.4038153	-0.919641	-6.347023	-0.1049592	AT1G54955	pseudo
264500_at	0.7232	0.40412343	-0.918987	-6.347633	-0.1056641	AT1G09370	plant invertase/pectin methylesterase inhibitor domain-containing protein
261048_at	0.7234	0.40425653	-0.918705	-6.347897	-0.1696424	UGT72B3	UDP-glucosyltransferase 72B3
263016_at	0.7234	0.40428392	-0.918646	-6.347951	-0.3338177	AT1G23410	40S ribosomal protein S27a-1
259125_at	0.7234	0.40431602	-0.918578	-6.348014	-0.1454127	AT3G02300	regulator of chromosome condensation family protein
261314_at	0.7234	0.40437903	-0.918445	-6.348139	-0.2923419	AT1G52980	nuclear/nucleolar GTPase 2
261398_at	0.7234	0.4043947	0.918411	-6.34817	0.1269314	NHX6	sodium/hydrogen exchanger 6
265157_at	0.7236	0.4045164	0.918153	-6.34841	0.107225	AT1G31030	pseudo
257634_s_at	0.7237	0.40462464	-0.917924	-6.348624	-0.1680289	CYP71B20///CYP71B19	cytochrome P450 71B20///cytochrome P450 71B19
253102_at	0.7238	0.40472522	-0.91771	-6.348823	-0.104708	AT4G36105	hypothetical protein
255748_at	0.7239	0.40478166	-0.917591	-6.348934	-0.1480164	AT1G32000	hypothetical protein
255491_at	0.724	0.40491217	-0.917314	-6.349192	-0.1353264	IDD12	indeterminate-domain 12 protein
255737_at	0.724	0.40492159	-0.917294	-6.34921	-0.113801	AT1G25420	Vps4 activity in the MVB pathway regulator
248061_at	0.7241	0.40501697	-0.917092	-6.349398	-0.1752722	AT5G55340	putative long-chain-alcohol O-fatty-acyltransferase 5
249739_at	0.7242	0.40508657	0.916945	-6.349536	0.1533559	TTG1	protein TRANSPARENT TESTA GLABRA 1
262241_at	0.7242	0.40514548	-0.91682	-6.349652	-0.1111582	AT1G48390	domain in F-box and BRCT domain-containing protein
265084_at	0.7242	0.40519193	0.916721	-6.349743	0.1401163	SOM	CCCH-type zinc finger protein SOMNUS
263656_at	0.7242	0.40521378	-0.916675	-6.349787	-0.2937108	SHY2	auxin-responsive protein IAA3
264795_at	0.7242	0.4052649	-0.916567	-6.349887	-0.1047761	ZIGA4	putative ADP-ribosylation factor GTPase-activating protein AGD14
266803_at	0.7242	0.40528942	0.916515	-6.349936	0.3101765	PK1B	protein kinase APK1B
258688_at	0.7242	0.4052895	-0.916515	-6.349936	-0.111104	AT3G07920	translation initiation factor IF2/IF5
